name,followers,popularity,genres,chart_hits
Lamix,34588.0,43,"['swedish hip hop', 'swedish pop', 'swedish trap pop']",['se (18)']
Jan Smit & Kraantje Pappie,749.0,0,[],['nl (1)']
Fotbollshuliganen,430.0,7,['fotbollslatar'],['se (1)']
LilCagula,86335.0,48,['romanian trap'],['ro (7)']
NAP A LEAN,90.0,36,"['thai indie pop', 'thai pop']",['th (2)']
Donel,11155.0,27,[],['se (1)']
Carolina Deslandes,226881.0,47,['portuguese pop'],['pt (6)']
Big Apple,123204.0,48,['cumbia 420'],"['ar (2)', 'uy (3)']"
Retro Stefson,10432.0,22,['icelandic pop'],['is (1)']
Usop,12296.0,30,['malaysian pop'],['my (1)']
Mares,46321.0,53,"['swedish idol pop', 'swedish pop', 'uppsala indie']",['se (10)']
Eypio,1164655.0,55,"['turkish hip hop', 'turkish trap pop']",['tr (9)']
KM,16185.0,55,"['dutch hip hop', 'dutch rap pop']",['nl (13)']
Liam Payne,9765888.0,65,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (5)', 'gb (6)', 'ar (3)', 'au (7)', 'at (7)', 'be (6)', 'bo (3)', 'br (3)', 'bg (5)', 'ca (6)', 'cl (2)', 'co (3)', 'cr (3)', 'cy (7)', 'cz (4)', 'dk (5)', 'do (3)', 'ec (3)', 'sv (3)', 'ee (7)', 'fi (5)', 'fr (3)', 'de (6)', 'gr (5)', 'gt (3)', 'hn (3)', 'hk (5)', 'hu (8)', 'is (3)', 'in (1)', 'id (4)', 'ie (6)', 'il (3)', 'it (3)', 'jp (4)', 'lv (6)', 'lt (8)', 'lu (7)', 'my (5)', 'mt (7)', 'mx (3)', 'nl (5)', 'nz (5)', 'ni (3)', 'no (6)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (4)', 'pl (5)', 'pt (4)', 'ro (5)', 'sg (5)', 'sk (7)', 'es (3)', 'se (5)', 'ch (6)', 'tw (6)', 'th (4)', 'tr (3)', 'ae (1)', 'uy (3)', 'vn (2)']"
Juno Mak,90365.0,46,"['c-pop', 'cantopop']",['hk (35)']
Shekhinah,350168.0,45,"['afro soul', 'south african pop', 'south african pop dance']",['za (8)']
Wale,3783379.0,70,"['gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']","['us (9)', 'gb (1)', 'at (1)', 'ca (4)', 'de (1)', 'ie (1)', 'nz (1)', 'no (1)', 'za (1)', 'se (1)']"
Nucleya,1897671.0,56,"['desi hip hop', 'desi pop', 'hindi hip hop', 'indian edm', 'indian indie']",['in (1)']
Brian Wilson,140117.0,44,"['baroque pop', 'brill building pop', 'sunshine pop']",['gb (1)']
Jesper Jenset,45205.0,49,"['norwegian indie', 'norwegian pop', 'norwegian pop rap', 'tropical house']","['fr (1)', 'no (13)']"
Yanki Din,1700.0,13,"['cantopop', 'hong kong hip hop']",['hk (1)']
IsaacMusic,8.0,0,[],['ru (1)']
El Apache Ness,159929.0,44,"['cumbia 420', 'cumbia pop']",['ar (4)']
Haze,185296.0,53,"['german hip hop', 'schweizer rap']",['de (1)']
Sdala B,77317.0,38,['afro soul'],['za (2)']
zhanulka,66444.0,44,['russian alt pop'],"['ru (3)', 'ua (3)']"
Tyler Ward,311193.0,55,"['acoustic cover', 'channel pop', 'neo mellow', 'pop rock', 'post-teen pop', 'viral pop']",['sg (1)']
La Banda De Lechuga,160293.0,51,['cumbia villera'],"['ar (1)', 'py (1)', 'uy (1)']"
Gawryle,12124.0,45,['polish viral rap'],['pl (1)']
Valentin Strykalo,300658.0,54,"['russian alt pop', 'russian rock', 'ukrainian rock']","['ru (1)', 'ua (3)']"
girl in red,5221036.0,76,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']","['us (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'no (9)', 'ph (1)', 'pl (1)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'kr (1)', 'ua (1)', 'ae (1)']"
Asme,88721.0,61,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']","['no (1)', 'se (50)']"
Danny Avila,44646.0,54,"['edm', 'pop dance']","['be (1)', 'cy (1)', 'ee (1)', 'gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'mt (1)', 'no (1)', 'ro (1)', 'sk (1)', 'tw (1)']"
Zara G,72386.0,29,"['hip hop tuga', 'trap tuga']",['pt (1)']
Robe,95779.0,52,['indie extremena'],['es (9)']
Shanna Shannon,85300.0,42,[],['id (1)']
Konke,146.0,1,[],['za (1)']
LIGA,10237.0,34,['danish pop'],['dk (9)']
Gmx,9087.0,28,[],['se (1)']
Zaporozsec,21816.0,35,"['hungarian pop', 'hungarian rock', 'magyar alternative']",['hu (1)']
Declan McKenna,853948.0,66,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']","['gb (1)', 'au (1)', 'ca (1)', 'ee (1)', 'ie (1)', 'nz (1)', 'no (1)']"
DOLLA,25368.0,38,['malaysian pop'],"['my (3)', 'sg (1)']"
Hiro,37304.0,38,['magyar trap'],['hu (5)']
Will Sparks,248998.0,60,"['big room', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance']","['au (1)', 'dk (1)', 'fi (1)', 'nz (1)', 'no (1)', 'pl (1)', 'se (1)']"
Rubel,384459.0,57,"['folk brasileiro', 'nova mpb', 'nova musica carioca']",['br (1)']
SOB X RBE,529804.0,55,"['cali rap', 'trap', 'vapor trap', 'viral rap']","['us (1)', 'gb (1)', 'au (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'dk (1)', 'ee (2)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'sk (1)', 'ch (1)', 'th (1)']"
Kool Savas,552386.0,63,"['deep german hip hop', 'german hip hop', 'german pop', 'turkish hip hop']","['at (13)', 'de (46)', 'ch (24)']"
Den BB,19423.0,51,"['norwegian pop', 'russelater']",['no (11)']
Marina Satti,24042.0,42,"['greek indie', 'greek pop', 'greek swing']","['bg (1)', 'cy (1)', 'gr (5)']"
The Band Perry,1506599.0,58,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",['se (1)']
ToTo H,42556.0,32,['bulgarian pop'],['bg (6)']
Reckless,3753.0,27,[],"['sa (1)', 'ae (1)']"
Kaizers Orchestra,129585.0,51,"['dark cabaret', 'norwegian alternative rock', 'norwegian indie', 'norwegian pop', 'norwegian rock', 'rogaland indie', 'rogaland musikk']",['no (1)']
Vibe2Vibe,4089.0,31,[],['in (1)']
Medovyi Polyn,517.0,0,[],['ua (1)']
Siaka,4782.0,44,[],['fr (1)']
Various Artists,1083.0,41,[],"['eg (2)', 'sa (1)']"
Lil Eye-N-$tine,0.0,0,[],['sa (1)']
Kim Dracula,318959.0,55,['viral rap'],"['at (1)', 'bg (1)', 'cy (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'de (1)', 'hu (1)', 'lv (1)', 'ru (1)', 'sk (1)', 'ua (1)']"
Kaaris,1529774.0,62,"['drill francais', 'francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'trap antillais']","['at (1)', 'be (19)', 'fr (111)', 'de (1)', 'lu (10)', 'ma (1)', 'ch (13)']"
CASPR,267.0,2,['scandipop'],['no (1)']
Wet Bed Gang,369632.0,52,"['hip hop tuga', 'trap tuga']","['lu (4)', 'pt (32)']"
Oat Pramote,388951.0,42,['thai pop'],['th (9)']
Emotionz DJ,8374.0,32,['amapiano'],['za (2)']
Brad Paisley,2395709.0,66,"['contemporary country', 'country', 'country road']",['ca (1)']
fun.,3505425.0,67,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']","['us (2)', 'gb (1)', 'au (1)', 'at (2)', 'be (2)', 'br (2)', 'ca (2)', 'co (1)', 'cr (1)', 'cz (2)', 'ec (1)', 'ee (2)', 'fr (2)', 'gr (2)', 'hk (2)', 'hu (3)', 'is (1)', 'it (2)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'no (1)', 'pe (1)', 'ph (1)', 'pl (3)', 'pt (2)', 'sg (2)', 'sk (1)', 'ch (3)', 'tr (1)', 'uy (1)']"
Mina Okabe,51797.0,52,[],['kr (1)']
Khalid,15501199.0,85,"['pop', 'pop r&b']","['us (41)', 'gb (24)', 'au (31)', 'at (15)', 'be (15)', 'bo (4)', 'br (5)', 'bg (18)', 'ca (39)', 'co (4)', 'cr (7)', 'cy (21)', 'cz (17)', 'dk (30)', 'do (5)', 'eg (4)', 'sv (6)', 'ee (24)', 'fi (17)', 'fr (7)', 'de (14)', 'gr (19)', 'gt (5)', 'hn (7)', 'hk (20)', 'hu (19)', 'is (19)', 'in (11)', 'id (13)', 'ie (34)', 'il (12)', 'it (4)', 'jp (11)', 'lv (18)', 'lt (21)', 'lu (20)', 'my (20)', 'mt (18)', 'mx (5)', 'ma (3)', 'nl (19)', 'nz (32)', 'ni (3)', 'no (25)', 'pa (8)', 'py (2)', 'ph (17)', 'pl (12)', 'pt (17)', 'ro (16)', 'sa (5)', 'sg (22)', 'sk (18)', 'za (15)', 'kr (4)', 'es (6)', 'se (21)', 'ch (20)', 'tw (20)', 'th (17)', 'tr (5)', 'ae (11)', 'uy (1)', 'vn (14)']"
Janis Joplin,2909165.0,62,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",['fr (1)']
David Lindgren,46420.0,24,"['europop', 'swedish pop']",['se (1)']
Gal Adam,56127.0,41,['israeli mediterranean'],['il (10)']
Georgia Box,7510.0,25,[],['no (1)']
Niall Horan,8829150.0,75,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'uk pop']","['us (7)', 'gb (7)', 'ar (3)', 'au (7)', 'at (4)', 'be (5)', 'bo (3)', 'br (3)', 'bg (5)', 'ca (8)', 'cl (1)', 'co (3)', 'cr (3)', 'cy (5)', 'cz (6)', 'dk (5)', 'do (3)', 'ec (3)', 'eg (1)', 'sv (3)', 'ee (8)', 'fi (3)', 'fr (3)', 'de (3)', 'gr (10)', 'gt (3)', 'hn (3)', 'hk (6)', 'hu (8)', 'is (3)', 'in (1)', 'id (5)', 'ie (28)', 'il (1)', 'it (3)', 'jp (2)', 'lv (5)', 'lt (9)', 'lu (5)', 'my (6)', 'mt (9)', 'mx (3)', 'ma (1)', 'nl (9)', 'nz (7)', 'ni (3)', 'no (7)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (5)', 'pl (12)', 'pt (7)', 'ro (2)', 'sa (2)', 'sg (5)', 'sk (13)', 'za (3)', 'es (3)', 'se (6)', 'ch (5)', 'tw (8)', 'th (4)', 'tr (3)', 'ae (2)', 'uy (3)']"
Secondhand Serenade,930689.0,57,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']","['id (1)', 'my (2)', 'ph (1)']"
Robin Mos,2353.0,15,['deep pop edm'],['se (1)']
Lalo Ebratt,1798088.0,66,"['colombian hip hop', 'dominican pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']","['ar (2)', 'bo (4)', 'cl (3)', 'co (7)', 'cr (3)', 'do (3)', 'ec (4)', 'sv (3)', 'gt (4)', 'hn (3)', 'mt (1)', 'mx (2)', 'ni (3)', 'pa (4)', 'py (4)', 'pe (4)', 'es (4)', 'uy (3)']"
Breaking the Boundaries,9317.0,34,['arab alternative'],['sa (1)']
Tears For Fears,2527286.0,73,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']","['us (1)', 'gb (1)', 'au (1)', 'ca (1)', 'ee (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'nz (1)']"
Domino Tributes,194.0,3,['fake'],"['my (1)', 'ph (1)']"
Aldy Maldini,136684.0,41,[],['id (1)']
TINA LTT,2404.0,0,[],['ni (1)']
Navaan Sandhu,208266.0,61,"['desi pop', 'punjabi pop']",['in (1)']
Mc Anjim,464124.0,60,"['funk bh', 'funk carioca', 'funk mtg', 'funk viral', 'rap mineiro']","['br (1)', 'pt (1)']"
VYRA,8904.0,12,['t-pop girl group'],['th (1)']
Neha Kakkar,37695348.0,74,"['desi pop', 'filmi', 'modern bollywood']",['in (18)']
De Mthuda,450908.0,47,"['afro soul', 'amapiano', 'south african pop']",['za (11)']
Calvin,876.0,48,[],"['at (1)', 'de (1)']"
Crowded House,690637.0,65,"['australian rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']",['nz (1)']
Quessswho,7333.0,36,['dutch rap pop'],['nl (1)']
Jake & Kellini,526.0,27,[],['lu (1)']
The Backseat Lovers,294298.0,66,"['modern rock', 'slc indie']",['us (1)']
Azana,91560.0,37,"['afro soul', 'south african pop']",['za (1)']
Giusy & Elettra,35748.0,34,['italian pop'],['it (1)']
AusTrausz,0.0,0,[],['ee (1)']
The Rubens,190732.0,51,"['australian indie', 'australian pop']","['au (7)', 'nz (1)']"
Raquel Arias,7561.0,25,"['dominican pop', 'merengue tipico']",['do (1)']
Alfred Hui,74615.0,44,['cantopop'],['hk (21)']
LANCO,372249.0,54,"['contemporary country', 'country', 'country pop', 'country road']","['us (1)', 'ca (1)']"
Young Nudy,974134.0,71,"['hip hop', 'pluggnb', 'rap', 'trap', 'vapor trap', 'viral rap']","['us (1)', 'bg (1)', 'ca (1)', 'ee (1)', 'hu (1)', 'is (1)', 'lv (1)', 'lt (1)', 'ro (1)', 'sa (4)', 'ae (1)']"
ARASHI,1883868.0,64,['j-pop'],['jp (42)']
Turab,3186.0,30,"['norwegian pop', 'norwegian pop rap']",['no (3)']
Whilk & Misky,82132.0,48,['uk alternative pop'],['nl (1)']
Ari Koivunen,6076.0,28,"['finnish heavy metal', 'finnish power metal']",['fi (1)']
Lojzo,4897.0,24,['slovak pop'],['sk (1)']
The O'Jays,1035725.0,59,"['classic soul', 'disco', 'funk', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul']",['pl (1)']
TEkzonUSZ,0.0,0,[],['ee (1)']
Jon Liddell,1356.0,31,['malaysian indie'],['my (1)']
Rum,11864.0,34,['v-pop'],['vn (1)']
Narco Polo,958.0,27,['arabic hip hop'],['ma (1)']
Steindinn okkar,2470.0,26,"['classic icelandic pop', 'icelandic pop', 'icelandic rock']",['is (2)']
Landeveiens Helter,2152.0,30,['eurovision'],['no (1)']
Equinox,3334.0,24,['eurovision'],"['bg (2)', 'cy (1)', 'ee (1)', 'gr (1)', 'is (1)', 'il (1)', 'lt (1)', 'mt (1)', 'pt (1)', 'se (1)']"
Lena,707576.0,59,"['eurovision', 'german pop']","['at (9)', 'de (10)', 'is (1)', 'lu (1)', 'ch (2)']"
Mavado,488904.0,56,"['dancehall', 'jamaican dancehall', 'reggae fusion']",['pa (2)']
Def Rock,386.0,25,[],['hk (1)']
EMIL HENROHN,3611.0,28,[],['se (1)']
Blake Shelton,6638917.0,71,"['contemporary country', 'country', 'country road', 'oklahoma country']","['us (8)', 'ca (7)']"
L.V. Lauris Valters,265.0,12,[],['lv (1)']
Guus Meeuwis,357458.0,55,"['dutch pop', 'dutch rock']",['nl (3)']
Tajul,150457.0,41,['malaysian pop'],['my (3)']
Soso Maness,457732.0,64,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']","['at (1)', 'be (2)', 'fr (30)', 'de (1)', 'lu (2)', 'ma (1)', 'ch (2)']"
Matej Straka,899.0,34,"['czsk hip hop', 'slovak hip hop']",['sk (1)']
DJ Drama,1278173.0,58,"['dirty south rap', 'gangster rap', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",['us (1)']
Apink,1110984.0,54,"['k-pop', 'k-pop girl group']","['hk (6)', 'id (3)', 'my (4)', 'sg (4)', 'kr (1)', 'tw (6)', 'th (2)', 'vn (3)']"
Maska,31779.0,33,['francoton'],['fr (2)']
Sunwoojunga,80140.0,50,"['k-indie', 'korean pop']","['kr (1)', 'tw (1)']"
Jaime Roos,55538.0,39,"['canto popular uruguayo', 'folklore uruguayo', 'musica popular uruguaya', 'rock nacional']",['uy (1)']
Boris Ayson,274.0,26,[],['lu (1)']
365LIT,3802.0,35,"['k-rap', 'korean trap', 'korean underground rap']",['kr (1)']
Seiler und Speer,284635.0,52,"['austropop', 'volkspop']",['at (15)']
Dipha Barus,88585.0,46,['indonesian pop'],"['id (4)', 'my (1)']"
Gigi Cheung,6876.0,42,"['cantopop', 'hk-pop', 'hong kong indie']",['hk (6)']
Rooz,7410.0,38,[],"['at (3)', 'de (3)', 'ch (1)']"
Leo Santana,1568873.0,67,"['arrocha', 'axe', 'funk carioca', 'pagode baiano', 'pop nacional']","['br (12)', 'pt (1)']"
Tony Phee,50695.0,32,['thai pop'],['th (1)']
RIRI,75908.0,39,['japanese r&b'],['jp (5)']
POWERS,49022.0,47,"['indie poptimism', 'la pop']","['us (1)', 'at (1)', 'be (3)', 'bg (1)', 'ca (2)', 'cz (3)', 'ee (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (2)', 'mt (1)', 'mx (1)', 'nl (1)', 'ph (2)', 'pl (3)', 'sg (3)', 'sk (2)', 'ch (3)', 'tw (2)', 'tr (1)']"
Saul,29852.0,48,['czsk hip hop'],"['cz (1)', 'sk (15)']"
Nathy Peluso,921770.0,69,"['r&b en espanol', 'rap latina']","['ar (5)', 'bo (1)', 'do (1)', 'ec (1)', 'ni (1)', 'pe (1)', 'es (6)', 'uy (5)']"
Benny Adam,1948.0,48,['hip hop quebecois'],['ma (1)']
Moustafa Max,47105.0,0,['egyptian alternative'],['eg (1)']
The Local Train,1033817.0,56,"['desi pop', 'filmi', 'hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",['in (1)']
Madilyn,344459.0,40,"['channel pop', 'viral pop']","['be (1)', 'fr (1)']"
Hovig,1249.0,18,"['cypriot pop', 'eurovision']","['cy (1)', 'ee (1)', 'gr (1)', 'is (1)', 'lt (1)', 'se (1)']"
Diana Krall,984363.0,62,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'vocal jazz']","['us (1)', 'gb (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nl (1)', 'no (2)', 'pl (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (12)']"
Portavoz,287864.0,54,"['boom bap espanol', 'rap chileno', 'rap conciencia', 'rap politico', 'venezuelan hip hop']",['cl (1)']
Paradise Fears,38837.0,37,"['neon pop punk', 'south dakota indie']","['au (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'my (1)', 'mt (1)', 'ph (1)', 'sg (1)', 'sk (1)', 'tw (1)', 'tr (1)']"
pauldscrga,16634.0,33,[],"['be (1)', 'fr (1)', 'lu (1)']"
GoToGuy,1134.0,28,[],['no (1)']
Side Baby,112990.0,53,"['italian hip hop', 'trap italiana']",['it (14)']
Ralph Burns,690.0,19,[],"['ee (1)', 'gr (1)', 'lv (1)', 'lt (1)']"
Basics,805.0,1,[],['lu (1)']
The Living Tombstone,2010263.0,70,['fnaf'],"['us (1)', 'bg (1)', 'ee (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'ro (2)', 'sa (1)', 'ae (1)']"
globe,304012.0,48,"['classic j-pop', 'j-pop']",['jp (1)']
Oathmademedoit,1625.0,38,"['dutch hip hop', 'dutch rap pop', 'surinamese hip hop']",['nl (1)']
Fredz,31840.0,48,"['hip hop quebecois', 'rap calme']",['fr (1)']
Bin$ho,609.0,31,['panamanian pop'],['pa (1)']
Vega,46713.0,50,['german hip hop'],"['at (2)', 'de (5)', 'lu (1)', 'ch (2)']"
The Panturas,106331.0,49,['indonesian indie'],['id (1)']
Phil The Beat,5038.0,55,['slap house'],"['at (1)', 'de (2)']"
Di Paullo & Paulino,605722.0,58,"['sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario']",['br (1)']
Sebastian Zalo,8546.0,45,"['norwegian indie', 'norwegian pop', 'norwegian pop rap']",['no (5)']
Spice Girls,2869954.0,68,"['dance pop', 'europop', 'girl group']","['gb (2)', 'ar (1)', 'be (1)', 'ca (1)', 'cl (1)', 'fi (1)', 'de (1)', 'hu (1)', 'ie (6)', 'my (1)', 'mx (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'sg (1)', 'se (1)', 'ch (1)', 'tr (1)']"
Jamie T,378509.0,58,"['indie rock', 'modern rock', 'rock']","['gb (1)', 'au (1)', 'at (1)']"
rares,4648.0,38,['romanian pop'],['ro (2)']
Beatrich,20014.0,37,['lithuanian pop'],"['lv (1)', 'lt (6)']"
Cosmic Boy,40573.0,45,"['k-rap', 'korean r&b']",['kr (1)']
Vaporzed,0.0,0,[],['ee (1)']
Zkr,331307.0,61,"['french hip hop', 'pop urbaine', 'rap francais']","['be (1)', 'fr (37)', 'ch (1)']"
AUTTA,38563.0,48,"['thai hip hop', 'thai pop']",['th (2)']
KIDDO,18423.0,64,['scandipop'],['se (3)']
Leonardo,1420841.0,62,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (1)']
The Weather Station,60894.0,46,"['art pop', 'chamber pop', 'chamber psych', 'indie folk', 'modern folk rock']",['ca (1)']
Medi,2701.0,13,[],['bg (1)']
Manuel,137862.0,56,['hungarian pop'],['hu (11)']
Amee,113.0,33,[],['vn (1)']
Joleane,50.0,0,[],['ua (2)']
FANG,1591.0,27,[],['th (1)']
Vito Bambino,70353.0,61,"['polish alternative', 'polish pop']",['pl (1)']
Jourdy Pranata,62650.0,46,['indonesian pop'],['id (1)']
Van,12922.0,0,[],['bg (1)']
Truc Nhan,602043.0,44,['v-pop'],['vn (5)']
Team BS,73530.0,37,['francoton'],['fr (1)']
Ghinwa,2471.0,34,[],['sa (1)']
ICON,5381.0,52,['reggaeton colombiano'],"['cl (1)', 'co (1)', 'do (1)', 'es (1)']"
ClockClock,10676.0,59,[],"['at (1)', 'de (1)']"
Fall Out Boy,9535307.0,77,"['emo', 'modern rock']","['us (16)', 'gb (18)', 'ar (1)', 'au (4)', 'at (3)', 'be (5)', 'bo (3)', 'br (4)', 'bg (13)', 'ca (9)', 'cl (1)', 'co (3)', 'cr (3)', 'cy (2)', 'cz (7)', 'dk (3)', 'do (3)', 'ec (3)', 'sv (3)', 'ee (9)', 'fi (5)', 'fr (4)', 'de (4)', 'gr (7)', 'gt (3)', 'hn (3)', 'hk (6)', 'hu (14)', 'is (5)', 'id (1)', 'ie (6)', 'it (4)', 'lv (9)', 'lt (10)', 'lu (5)', 'my (8)', 'mt (8)', 'mx (1)', 'nl (3)', 'nz (5)', 'no (3)', 'pa (4)', 'py (3)', 'pe (2)', 'ph (5)', 'pl (6)', 'pt (6)', 'sa (1)', 'sg (10)', 'sk (9)', 'es (1)', 'se (3)', 'ch (5)', 'tw (11)', 'th (2)', 'tr (5)', 'uy (3)']"
Prebz Og Dennis,7052.0,13,[],['no (1)']
Ohashi Trio,142888.0,44,"['j-acoustic', 'japanese r&b']",['jp (1)']
Natalie Summer,4554.0,35,[],['mt (1)']
SHAUN,330977.0,60,['k-pop'],"['hk (1)', 'id (2)', 'jp (2)', 'my (2)', 'no (1)', 'ph (1)', 'sg (2)', 'kr (1)', 'tw (2)', 'th (2)', 'vn (6)']"
boi the creator,1098.0,0,[],['ro (1)']
King Von,2275473.0,75,['chicago rap'],"['us (4)', 'ca (4)', 'is (3)']"
Ryan Cabrera,80522.0,47,"['neo mellow', 'pop rock', 'post-teen pop']","['my (1)', 'ph (1)']"
Cumbia Juan,94444.0,46,['cumbia paraguaya'],['py (5)']
TRINITY,45028.0,39,"['thai idol', 'thai teen pop']",['th (3)']
Dirty Zblu,689.0,1,['gaming dubstep'],['at (2)']
Alexander 23,319424.0,64,"['alt z', 'electropop', 'pop', 'uk pop']","['us (1)', 'gb (1)', 'au (1)', 'be (1)', 'ca (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'id (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'ph (2)', 'sg (2)', 'sk (1)', 'za (1)', 'se (1)', 'ae (1)']"
Putnu Balle,2543.0,23,['latvian pop'],['lv (2)']
Carpenters,2509359.0,66,"['adult standards', 'folk rock', 'mellow gold', 'soft rock']","['us (4)', 'au (2)', 'be (3)', 'bg (1)', 'ca (4)', 'cy (1)', 'cz (2)', 'ee (3)', 'gr (3)', 'hu (3)', 'is (3)', 'ie (1)', 'it (2)', 'lv (3)', 'lt (3)', 'lu (3)', 'mt (3)', 'nl (1)', 'nz (2)', 'no (1)', 'pl (2)', 'ro (1)', 'sk (3)', 'se (1)', 'ch (3)']"
Dragonette,92276.0,57,"['alternative dance', 'canadian electropop', 'canadian pop', 'dance rock', 'electropop', 'metropopolis', 'neo-synthpop']","['ca (1)', 'es (1)']"
Vang,10057.0,29,[],['vn (1)']
ZeBrene,251.0,23,[],['lv (1)']
KiROT,1407.0,26,"['estonian hip hop', 'estonian pop']",['ee (2)']
Chakuza,167301.0,48,"['austrian hip hop', 'german hip hop']",['at (1)']
Mike G,11880.0,55,['greek trap'],['gr (12)']
Crispy脆樂團,19671.0,47,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop']",['tw (1)']
GANG51E JUNE,11922.0,40,[],['lt (1)']
Cyborg,177.0,0,[],['ma (1)']
ALI,126138.0,56,['japanese soul'],['jp (1)']
Feed Me,353477.0,48,"['complextro', 'edm', 'electro house']",['at (1)']
Fabolous,2375473.0,67,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']","['ro (1)', 'za (1)', 'ch (1)']"
Cheung,25002.0,30,"['indie viet', 'v-pop']",['vn (1)']
JAMIK,90216.0,46,['russian hip hop'],"['lv (1)', 'ru (1)', 'ua (1)']"
Bebo Yau,4379.0,35,['ecuadorian pop'],['ec (1)']
Brenda Lee,275434.0,55,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly']","['us (2)', 'gb (2)', 'au (2)', 'at (2)', 'be (2)', 'bg (1)', 'ca (2)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (2)', 'ec (1)', 'ee (2)', 'fi (2)', 'fr (1)', 'de (2)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (2)', 'is (2)', 'ie (2)', 'it (2)', 'jp (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (2)', 'mt (2)', 'nl (1)', 'nz (2)', 'no (2)', 'pa (1)', 'ph (2)', 'pl (2)', 'pt (1)', 'ro (1)', 'ru (1)', 'sg (2)', 'sk (2)', 'za (1)', 'kr (1)', 'es (1)', 'se (3)', 'ch (3)', 'tw (2)', 'th (1)', 'ua (1)', 'ae (1)', 'vn (1)', 'ad (1)']"
Band of Merrymakers,1154.0,5,[],"['gr (1)', 'hk (1)', 'hu (1)', 'lv (1)']"
Maldita Nerea,599019.0,55,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']","['ec (1)', 'es (9)']"
Rishi Rich,235775.0,49,"['bhangra', 'desi hip hop', 'desi pop', 'hindi indie']",['in (1)']
Sista Prod,34876.0,57,[],"['ee (1)', 'id (1)', 'lt (1)', 'sa (1)', 'za (1)', 'ae (1)', 'vn (1)']"
